"Supplied Name","guid","scientificName","family","kingdom","Authority","Country","Kingdom","Environment","Origin","Evidence of impact","Verification","Year","Source"
"Lablab purpureus","https://id.biodiversity.org.au/node/apni/2895812","Lablab purpureus","Fabaceae",,"Sweet (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lachenalia aloides","https://id.biodiversity.org.au/taxon/apni/51267063","Lachenalia aloides","Asparagaceae",,"Engl. (L.f.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lachenalia bulbifera","https://id.biodiversity.org.au/node/apni/2914596","Lachenalia bulbifera","Asparagaceae",,"Engl. (Cirillo)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lachenalia mutabilis","https://id.biodiversity.org.au/taxon/apni/51267071","Lachenalia mutabilis","Asparagaceae",,"Sweet","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lachenalia reflexa","https://id.biodiversity.org.au/node/apni/2917802","Lachenalia reflexa","Asparagaceae",,"Thunb.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lactuca saligna","https://id.biodiversity.org.au/node/apni/2889360","Lactuca saligna","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lactuca sativa","https://id.biodiversity.org.au/node/apni/2916191","Lactuca sativa","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lactuca serriola","https://id.biodiversity.org.au/node/apni/2895368","Lactuca serriola","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lactuca virosa","https://id.biodiversity.org.au/node/apni/2895368","Lactuca serriola","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lagarosiphon major","https://id.biodiversity.org.au/node/apni/2909918","Lagarosiphon major","Hydrocharitaceae",,"Moss (Ridl.)","Australia","Plantae","freshwater","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lagenaria siceraria","https://id.biodiversity.org.au/node/apni/2906108","Lagenaria siceraria","Cucurbitaceae",,"Standl. (Molina)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lagerstroemia indica","https://id.biodiversity.org.au/node/apni/2896871","Lagerstroemia indica","Lythraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lagerstroemia speciosa","https://id.biodiversity.org.au/node/apni/2914649","Lagerstroemia speciosa","Lythraceae",,"Pers. (L.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lagostrophus fasciatus fasciatus","urn:lsid:biodiversity.org.au:afd.taxon:172ef4e3-e4dd-4716-8a4a-b877e24abae4","Lagostrophus fasciatus fasciatus","Macropodidae",,,"Australia","Animalia","terrestrial","Alien","No","Yes","2017","Department of the Environment, Australia (2015). Feral animals on offshore islands database."
"Lagurus ovatus","https://id.biodiversity.org.au/node/apni/2917995","Lagurus ovatus","Poaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lama glama","NZOR-6-103800","Lama glama","Camelidae",,"Linnaeus, 1758","Australia","Animalia","terrestrial","Alien","No","Yes","2017","Department of the Environment, Australia (2015). Feral animals on offshore islands database."
"Lama pacos",,,,,"Linnaeus, 1758","Australia","Animalia","terrestrial","Alien","No","Yes","2017","Department of the Environment, Australia (2015). Feral animals on offshore islands database."
"Lamarckia aurea","https://id.biodiversity.org.au/taxon/apni/51300248","Lamarckia aurea","Poaceae",,"Moench (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lamium amplexicaule","https://id.biodiversity.org.au/node/apni/2915890","Lamium amplexicaule","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lamium purpureum","https://id.biodiversity.org.au/node/apni/2919679","Lamium purpureum","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lampranthus glaucus","https://id.biodiversity.org.au/node/apni/2915488","Lampranthus glaucus","Aizoaceae",,"N.E.Br. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lampranthus immelmaniae","https://id.biodiversity.org.au/node/apni/2897082","Lampranthus immelmaniae","Aizoaceae",,"N.E.Br.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lampranthus multiradiatus","https://id.biodiversity.org.au/node/apni/2914324","Lampranthus multiradiatus","Aizoaceae",,"N.E. Br. (Jacq.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lampranthus tegens","https://id.biodiversity.org.au/node/apni/2913713","Lampranthus tegens","Aizoaceae",,"N.E.Br. (F.Muell.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lantana camara","https://id.biodiversity.org.au/node/apni/8008245","Lantana camara","Verbenaceae",,"L.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lantana hybrida",,,,,,"Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lantana montevidensis","https://id.biodiversity.org.au/node/apni/2894994","Lantana montevidensis","Verbenaceae",,"Briq. (Spreng.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lapeirousia anceps","https://id.biodiversity.org.au/node/apni/2913245","Lapeirousia anceps","Iridaceae",,"Ker Gawl. (L.f.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lapsana communis","https://id.biodiversity.org.au/node/apni/2917102","Lapsana communis","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lasiacis ruscifolia",,,,,"Hitchc. ex Chase (Kunth)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lasiospermum bipinnatum","https://id.biodiversity.org.au/node/apni/2897532","Lasiospermum bipinnatum","Asteraceae",,"Druce (Thunb.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus angulatus","https://id.biodiversity.org.au/node/apni/2891877","Lathyrus angulatus","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus aphaca","https://id.biodiversity.org.au/instance/apni/766749","Lathyrus aphaca","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus latifolius","https://id.biodiversity.org.au/node/apni/2919218","Lathyrus latifolius","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus nissolia","https://id.biodiversity.org.au/node/apni/2915814","Lathyrus nissolia","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus odoratus","https://id.biodiversity.org.au/node/apni/2911967","Lathyrus odoratus","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus sativus","https://id.biodiversity.org.au/node/apni/2916174","Lathyrus sativus","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus sphaericus","https://id.biodiversity.org.au/node/apni/2891462","Lathyrus sphaericus","Fabaceae",,"Retz.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus sylvestris","NZOR-6-98549","Lathyrus sylvestris","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lathyrus tingitanus","https://id.biodiversity.org.au/node/apni/2895995","Lathyrus tingitanus","Fabaceae",,"L.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Laticorophium baconi","urn:lsid:biodiversity.org.au:afd.taxon:d75c9757-0ece-4ca0-9be7-668162a23b0c","Laticorophium baconi","Corophiidae",,"(Shoemaker, 1934)","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS). 
NIMPIS (National Introduced Marine Pest Information System). (2015). Online publication NIMPIS (National Introduced Marine Pest Information System).."
"Laurus nobilis","https://id.biodiversity.org.au/node/apni/2905855","Laurus nobilis","Lauraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lavandula angustifolia","https://id.biodiversity.org.au/instance/apni/768354","Lavandula angustifolia","Lamiaceae",,"Mill.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lavandula dentata","https://id.biodiversity.org.au/node/apni/2912697","Lavandula dentata","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lavandula multifida","https://id.biodiversity.org.au/node/apni/2901571","Lavandula canariensis subsp. canariae","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lavandula stoechas","https://id.biodiversity.org.au/node/apni/2918630","Lavandula stoechas","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lavatera mauritanica","https://id.biodiversity.org.au/node/apni/2920638","Malva trimestris","Malvaceae",,"Duch.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lavatera trimestris","https://id.biodiversity.org.au/node/apni/2920638","Malva trimestris","Malvaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leersia oryzoides","https://id.biodiversity.org.au/node/apni/2911695","Leersia oryzoides","Poaceae",,"Sw. (L.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leipoa ocellata","urn:lsid:biodiversity.org.au:afd.taxon:75e63252-bc20-4a58-9c5c-9399de34f846","Leipoa ocellata","Megapodiidae",,"Gould, 1840","Australia","Animalia","terrestrial","Alien","No","Yes","2017","Department of the Environment, Australia (2015). Feral animals on offshore islands database."
"Lemna minor","https://id.biodiversity.org.au/node/apni/2909896","Lemna minor","Araceae",,"L.","Australia","Plantae","freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leonotis leonurus","https://id.biodiversity.org.au/node/apni/2899619","Leonotis leonurus","Lamiaceae",,"R. Br. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leonotis nepetifolia","https://id.biodiversity.org.au/node/apni/2886267","Leonotis nepetifolia","Lamiaceae",,"R. Br. (L.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leontodon saxatilis","https://id.biodiversity.org.au/node/apni/2917704","Leontodon saxatilis","Asteraceae",,"Lam.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leonurus cardiaca","https://id.biodiversity.org.au/node/apni/2911091","Leonurus cardiaca","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leonurus sibiricus","https://id.biodiversity.org.au/node/apni/2889518","Leonurus japonicus","Lamiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Leopoldia comosa","https://id.biodiversity.org.au/node/apni/2917677","Muscari comosum","Asparagaceae",,"Parl. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Lepas anserifera","urn:lsid:biodiversity.org.au:afd.taxon:432f965f-74e1-436f-961a-c34bf090ce34","Lepas (Anatifa) anserifera","Lepadidae",,"Linnaeus, 1758","Australia","Animalia","marine","Cryptogenic/Uncertain","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Lepidium africanum","https://id.biodiversity.org.au/node/apni/2887818","Lepidium africanum","Brassicaceae",,"DC. (Burm. f.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
